Date,TEMPERATURE,City,City_date,month,year,Month_year,mean_daily_temperature
2020-04-29,5.535,Saint-Lazare,Saint-Lazare_2020-04-29,April,2020,April 2020,5.5405652173913
2020-04-30,5.58,Saint-Lazare,Saint-Lazare_2020-04-30,April,2020,April 2020,5.55158333333333
2020-05-01,3.704,Rigaud,Rigaud_2020-05-01,May,2020,May 2020,3.71208333333333
2020-05-02,3.723,Rigaud,Rigaud_2020-05-02,May,2020,May 2020,3.73175
2020-05-03,3.743,Rigaud,Rigaud_2020-05-03,May,2020,May 2020,3.75104166666667
2020-05-04,3.762,Rigaud,Rigaud_2020-05-04,May,2020,May 2020,3.77179166666667
2020-05-05,3.783,Rigaud,Rigaud_2020-05-05,May,2020,May 2020,3.79375
2020-05-06,3.806,Rigaud,Rigaud_2020-05-06,May,2020,May 2020,3.81625
2020-05-07,3.829,Rigaud,Rigaud_2020-05-07,May,2020,May 2020,3.83908333333333
2020-05-08,3.852,Rigaud,Rigaud_2020-05-08,May,2020,May 2020,3.86370833333333
2020-05-09,3.876,Rigaud,Rigaud_2020-05-09,May,2020,May 2020,3.88904166666667
2020-05-10,3.903,Rigaud,Rigaud_2020-05-10,May,2020,May 2020,3.91570833333333
2020-05-11,3.93,Rigaud,Rigaud_2020-05-11,May,2020,May 2020,3.943875
2020-05-12,3.96,Rigaud,Rigaud_2020-05-12,May,2020,May 2020,3.97325
2020-05-13,3.989,Rigaud,Rigaud_2020-05-13,May,2020,May 2020,4.004
2020-05-14,4.021,Rigaud,Rigaud_2020-05-14,May,2020,May 2020,4.03604166666667
2020-05-15,4.053,Rigaud,Rigaud_2020-05-15,May,2020,May 2020,4.06925
2020-05-16,4.087,Rigaud,Rigaud_2020-05-16,May,2020,May 2020,4.10370833333333
2020-05-17,4.121,Rigaud,Rigaud_2020-05-17,May,2020,May 2020,4.136625
2020-05-18,4.153,Rigaud,Rigaud_2020-05-18,May,2020,May 2020,4.17790476190476
2020-05-19,4.193,Rigaud,Rigaud_2020-05-19,May,2020,May 2020,4.20583333333333
2020-05-20,4.223,Rigaud,Rigaud_2020-05-20,May,2020,May 2020,4.23816666666667
2020-05-21,4.256,Rigaud,Rigaud_2020-05-21,May,2020,May 2020,4.27254166666667
2020-05-22,4.29,Rigaud,Rigaud_2020-05-22,May,2020,May 2020,4.3075
2020-05-23,4.326,Rigaud,Rigaud_2020-05-23,May,2020,May 2020,4.34354166666667
2020-05-24,4.363,Rigaud,Rigaud_2020-05-24,May,2020,May 2020,4.38033333333333
2020-05-25,4.4,Rigaud,Rigaud_2020-05-25,May,2020,May 2020,4.41804166666667
2020-05-26,4.438,Rigaud,Rigaud_2020-05-26,May,2020,May 2020,4.45654166666667
2020-05-27,4.478,Rigaud,Rigaud_2020-05-27,May,2020,May 2020,4.496
2020-05-28,4.518,Rigaud,Rigaud_2020-05-28,May,2020,May 2020,4.53670833333333
2020-05-29,4.559,Rigaud,Rigaud_2020-05-29,May,2020,May 2020,4.57866666666667
2020-05-30,4.6,Rigaud,Rigaud_2020-05-30,May,2020,May 2020,4.621625
2020-05-31,4.645,Rigaud,Rigaud_2020-05-31,May,2020,May 2020,4.66679166666667
2020-05-01,5.552,Saint-Lazare,Saint-Lazare_2020-05-01,May,2020,May 2020,5.56578260869565
2020-05-02,5.575,Saint-Lazare,Saint-Lazare_2020-05-02,May,2020,May 2020,5.57186363636364
2020-05-03,5.592,Saint-Lazare,Saint-Lazare_2020-05-03,May,2020,May 2020,5.592125
2020-05-04,5.616,Saint-Lazare,Saint-Lazare_2020-05-04,May,2020,May 2020,5.62791304347826
2020-05-05,5.64,Saint-Lazare,Saint-Lazare_2020-05-05,May,2020,May 2020,5.63360869565217
2020-05-06,5.642,Saint-Lazare,Saint-Lazare_2020-05-06,May,2020,May 2020,5.65416666666667
2020-05-07,5.685,Saint-Lazare,Saint-Lazare_2020-05-07,May,2020,May 2020,5.7024347826087
2020-05-08,5.716,Saint-Lazare,Saint-Lazare_2020-05-08,May,2020,May 2020,5.72826086956522
2020-05-09,5.738,Saint-Lazare,Saint-Lazare_2020-05-09,May,2020,May 2020,5.747125
2020-05-10,5.755,Saint-Lazare,Saint-Lazare_2020-05-10,May,2020,May 2020,5.76491666666667
2020-05-11,5.771,Saint-Lazare,Saint-Lazare_2020-05-11,May,2020,May 2020,5.78158333333333
2020-05-12,5.792,Saint-Lazare,Saint-Lazare_2020-05-12,May,2020,May 2020,5.803125
2020-05-13,5.811,Saint-Lazare,Saint-Lazare_2020-05-13,May,2020,May 2020,5.8175
2020-05-14,5.827,Saint-Lazare,Saint-Lazare_2020-05-14,May,2020,May 2020,5.83266666666667
2020-05-15,5.84,Saint-Lazare,Saint-Lazare_2020-05-15,May,2020,May 2020,5.847375
2020-05-16,5.855,Saint-Lazare,Saint-Lazare_2020-05-16,May,2020,May 2020,5.859875
2020-05-17,5.868,Saint-Lazare,Saint-Lazare_2020-05-17,May,2020,May 2020,5.87441666666667
2020-05-18,5.881,Saint-Lazare,Saint-Lazare_2020-05-18,May,2020,May 2020,5.88610526315789
2020-05-19,5.743,Saint-Lazare,Saint-Lazare_2020-05-19,May,2020,May 2020,5.76379166666667
2020-05-20,5.8,Saint-Lazare,Saint-Lazare_2020-05-20,May,2020,May 2020,5.81229166666667
2020-05-21,5.829,Saint-Lazare,Saint-Lazare_2020-05-21,May,2020,May 2020,5.851625
2020-05-22,5.867,Saint-Lazare,Saint-Lazare_2020-05-22,May,2020,May 2020,5.88604166666667
2020-05-23,5.906,Saint-Lazare,Saint-Lazare_2020-05-23,May,2020,May 2020,5.91908333333333
2020-05-24,5.929,Saint-Lazare,Saint-Lazare_2020-05-24,May,2020,May 2020,5.94466666666667
2020-05-25,5.961,Saint-Lazare,Saint-Lazare_2020-05-25,May,2020,May 2020,5.97008333333333
2020-05-26,5.979,Saint-Lazare,Saint-Lazare_2020-05-26,May,2020,May 2020,5.98666666666667
2020-05-27,5.995,Saint-Lazare,Saint-Lazare_2020-05-27,May,2020,May 2020,6.00191666666667
2020-05-28,6.009,Saint-Lazare,Saint-Lazare_2020-05-28,May,2020,May 2020,6.015875
2020-05-29,6.023,Saint-Lazare,Saint-Lazare_2020-05-29,May,2020,May 2020,6.029375
2020-05-30,6.037,Saint-Lazare,Saint-Lazare_2020-05-30,May,2020,May 2020,6.0425
2020-05-31,6.049,Saint-Lazare,Saint-Lazare_2020-05-31,May,2020,May 2020,6.05495833333333
2020-06-01,4.69,Rigaud,Rigaud_2020-06-01,June,2020,June 2020,4.71258333333333
2020-06-02,4.737,Rigaud,Rigaud_2020-06-02,June,2020,June 2020,4.75975
2020-06-03,4.784,Rigaud,Rigaud_2020-06-03,June,2020,June 2020,4.80816666666667
2020-06-04,4.834,Rigaud,Rigaud_2020-06-04,June,2020,June 2020,4.85779166666667
2020-06-05,4.885,Rigaud,Rigaud_2020-06-05,June,2020,June 2020,4.90929166666667
2020-06-06,4.936,Rigaud,Rigaud_2020-06-06,June,2020,June 2020,4.96229166666667
2020-06-07,4.991,Rigaud,Rigaud_2020-06-07,June,2020,June 2020,5.01675
2020-06-08,5.045,Rigaud,Rigaud_2020-06-08,June,2020,June 2020,5.07216666666667
2020-06-09,5.102,Rigaud,Rigaud_2020-06-09,June,2020,June 2020,5.128625
2020-06-10,5.158,Rigaud,Rigaud_2020-06-10,June,2020,June 2020,5.18566666666667
2020-06-11,5.215,Rigaud,Rigaud_2020-06-11,June,2020,June 2020,5.243125
2020-06-12,5.274,Rigaud,Rigaud_2020-06-12,June,2020,June 2020,5.30120833333333
2020-06-13,5.331,Rigaud,Rigaud_2020-06-13,June,2020,June 2020,5.359375
2020-06-14,5.39,Rigaud,Rigaud_2020-06-14,June,2020,June 2020,5.41791666666667
2020-06-15,5.448,Rigaud,Rigaud_2020-06-15,June,2020,June 2020,5.4765
2020-06-16,5.507,Rigaud,Rigaud_2020-06-16,June,2020,June 2020,5.53533333333333
2020-06-17,5.566,Rigaud,Rigaud_2020-06-17,June,2020,June 2020,5.60572727272727
2020-06-18,5.632,Rigaud,Rigaud_2020-06-18,June,2020,June 2020,5.65791666666667
2020-06-19,5.687,Rigaud,Rigaud_2020-06-19,June,2020,June 2020,5.71525
2020-06-20,5.746,Rigaud,Rigaud_2020-06-20,June,2020,June 2020,5.77416666666667
2020-06-21,5.804,Rigaud,Rigaud_2020-06-21,June,2020,June 2020,5.83308333333333
2020-06-22,5.864,Rigaud,Rigaud_2020-06-22,June,2020,June 2020,5.89233333333333
2020-06-23,5.923,Rigaud,Rigaud_2020-06-23,June,2020,June 2020,5.95195833333333
2020-06-24,5.983,Rigaud,Rigaud_2020-06-24,June,2020,June 2020,6.01116666666667
2020-06-25,6.042,Rigaud,Rigaud_2020-06-25,June,2020,June 2020,6.06991666666667
2020-06-26,6.101,Rigaud,Rigaud_2020-06-26,June,2020,June 2020,6.12833333333333
2020-06-27,6.159,Rigaud,Rigaud_2020-06-27,June,2020,June 2020,6.186625
2020-06-28,6.217,Rigaud,Rigaud_2020-06-28,June,2020,June 2020,6.24495833333333
2020-06-29,6.275,Rigaud,Rigaud_2020-06-29,June,2020,June 2020,6.30333333333333
2020-06-30,6.334,Rigaud,Rigaud_2020-06-30,June,2020,June 2020,6.36195833333333
2020-06-01,6.062,Saint-Lazare,Saint-Lazare_2020-06-01,June,2020,June 2020,6.06725
2020-06-02,6.073,Saint-Lazare,Saint-Lazare_2020-06-02,June,2020,June 2020,6.07916666666667
2020-06-03,6.085,Saint-Lazare,Saint-Lazare_2020-06-03,June,2020,June 2020,6.09058333333333
2020-06-04,6.097,Saint-Lazare,Saint-Lazare_2020-06-04,June,2020,June 2020,6.10175
2020-06-05,6.107,Saint-Lazare,Saint-Lazare_2020-06-05,June,2020,June 2020,6.11266666666667
2020-06-06,6.118,Saint-Lazare,Saint-Lazare_2020-06-06,June,2020,June 2020,6.123125
2020-06-07,6.128,Saint-Lazare,Saint-Lazare_2020-06-07,June,2020,June 2020,6.13325
2020-06-08,6.139,Saint-Lazare,Saint-Lazare_2020-06-08,June,2020,June 2020,6.14320833333333
2020-06-09,6.148,Saint-Lazare,Saint-Lazare_2020-06-09,June,2020,June 2020,6.15266666666667
2020-06-10,6.157,Saint-Lazare,Saint-Lazare_2020-06-10,June,2020,June 2020,6.162
2020-06-11,6.167,Saint-Lazare,Saint-Lazare_2020-06-11,June,2020,June 2020,6.17129166666667
2020-06-12,6.176,Saint-Lazare,Saint-Lazare_2020-06-12,June,2020,June 2020,6.17983333333333
2020-06-13,6.185,Saint-Lazare,Saint-Lazare_2020-06-13,June,2020,June 2020,6.18808333333333
2020-06-14,6.192,Saint-Lazare,Saint-Lazare_2020-06-14,June,2020,June 2020,6.19608333333333
2020-06-15,6.201,Saint-Lazare,Saint-Lazare_2020-06-15,June,2020,June 2020,6.204125
2020-06-16,6.208,Saint-Lazare,Saint-Lazare_2020-06-16,June,2020,June 2020,6.21175
2020-06-17,6.216,Saint-Lazare,Saint-Lazare_2020-06-17,June,2020,June 2020,6.21935
2020-06-18,6.205,Saint-Lazare,Saint-Lazare_2020-06-18,June,2020,June 2020,6.20836363636364
2020-06-19,6.214,Saint-Lazare,Saint-Lazare_2020-06-19,June,2020,June 2020,6.21825
2020-06-20,6.22,Saint-Lazare,Saint-Lazare_2020-06-20,June,2020,June 2020,6.22408333333333
2020-06-21,6.23,Saint-Lazare,Saint-Lazare_2020-06-21,June,2020,June 2020,6.233625
2020-06-22,6.238,Saint-Lazare,Saint-Lazare_2020-06-22,June,2020,June 2020,6.24233333333333
2020-06-23,6.247,Saint-Lazare,Saint-Lazare_2020-06-23,June,2020,June 2020,6.2505
2020-06-24,6.255,Saint-Lazare,Saint-Lazare_2020-06-24,June,2020,June 2020,6.25858333333333
2020-06-25,6.262,Saint-Lazare,Saint-Lazare_2020-06-25,June,2020,June 2020,6.266125
2020-06-26,6.27,Saint-Lazare,Saint-Lazare_2020-06-26,June,2020,June 2020,6.27283333333333
2020-06-27,6.275,Saint-Lazare,Saint-Lazare_2020-06-27,June,2020,June 2020,6.27866666666667
2020-06-28,6.282,Saint-Lazare,Saint-Lazare_2020-06-28,June,2020,June 2020,6.28425
2020-06-29,6.287,Saint-Lazare,Saint-Lazare_2020-06-29,June,2020,June 2020,6.2895
2020-06-30,6.292,Saint-Lazare,Saint-Lazare_2020-06-30,June,2020,June 2020,6.2945
2020-07-01,6.392,Rigaud,Rigaud_2020-07-01,July,2020,July 2020,6.42070833333333
2020-07-02,6.451,Rigaud,Rigaud_2020-07-02,July,2020,July 2020,6.48004166666667
2020-07-03,6.51,Rigaud,Rigaud_2020-07-03,July,2020,July 2020,6.53966666666667
2020-07-04,6.57,Rigaud,Rigaud_2020-07-04,July,2020,July 2020,6.59933333333333
2020-07-05,6.631,Rigaud,Rigaud_2020-07-05,July,2020,July 2020,6.65954166666667
2020-07-06,6.69,Rigaud,Rigaud_2020-07-06,July,2020,July 2020,6.72339130434783
2020-07-07,6.753,Rigaud,Rigaud_2020-07-07,July,2020,July 2020,6.78179166666667
2020-07-08,6.813,Rigaud,Rigaud_2020-07-08,July,2020,July 2020,6.84145833333333
2020-07-09,6.873,Rigaud,Rigaud_2020-07-09,July,2020,July 2020,6.90183333333333
2020-07-10,6.934,Rigaud,Rigaud_2020-07-10,July,2020,July 2020,6.962
2020-07-11,6.993,Rigaud,Rigaud_2020-07-11,July,2020,July 2020,7.02183333333333
2020-07-12,7.053,Rigaud,Rigaud_2020-07-12,July,2020,July 2020,7.08170833333333
2020-07-13,7.112,Rigaud,Rigaud_2020-07-13,July,2020,July 2020,7.14141666666667
2020-07-14,7.173,Rigaud,Rigaud_2020-07-14,July,2020,July 2020,7.201125
2020-07-15,7.232,Rigaud,Rigaud_2020-07-15,July,2020,July 2020,7.26058333333333
2020-07-16,7.291,Rigaud,Rigaud_2020-07-16,July,2020,July 2020,7.32
2020-07-17,7.351,Rigaud,Rigaud_2020-07-17,July,2020,July 2020,7.39286363636364
2020-07-18,7.42,Rigaud,Rigaud_2020-07-18,July,2020,July 2020,7.44595833333333
2020-07-19,7.476,Rigaud,Rigaud_2020-07-19,July,2020,July 2020,7.50341666666667
2020-07-20,7.534,Rigaud,Rigaud_2020-07-20,July,2020,July 2020,7.56229166666667
2020-07-21,7.593,Rigaud,Rigaud_2020-07-21,July,2020,July 2020,7.621875
2020-07-22,7.653,Rigaud,Rigaud_2020-07-22,July,2020,July 2020,7.68191666666667
2020-07-23,7.713,Rigaud,Rigaud_2020-07-23,July,2020,July 2020,7.74233333333333
2020-07-24,7.774,Rigaud,Rigaud_2020-07-24,July,2020,July 2020,7.80283333333333
2020-07-25,7.834,Rigaud,Rigaud_2020-07-25,July,2020,July 2020,7.86341666666667
2020-07-26,7.895,Rigaud,Rigaud_2020-07-26,July,2020,July 2020,7.92358333333333
2020-07-27,7.955,Rigaud,Rigaud_2020-07-27,July,2020,July 2020,7.9835
2020-07-28,8.015,Rigaud,Rigaud_2020-07-28,July,2020,July 2020,8.04345833333333
2020-07-29,8.075,Rigaud,Rigaud_2020-07-29,July,2020,July 2020,8.103625
2020-07-30,8.134,Rigaud,Rigaud_2020-07-30,July,2020,July 2020,8.16375
2020-07-31,8.195,Rigaud,Rigaud_2020-07-31,July,2020,July 2020,8.223375
2020-07-01,6.297,Saint-Lazare,Saint-Lazare_2020-07-01,July,2020,July 2020,6.299375
2020-07-02,6.302,Saint-Lazare,Saint-Lazare_2020-07-02,July,2020,July 2020,6.303875
2020-07-03,6.307,Saint-Lazare,Saint-Lazare_2020-07-03,July,2020,July 2020,6.30873913043478
2020-07-04,6.311,Saint-Lazare,Saint-Lazare_2020-07-04,July,2020,July 2020,6.31308333333333
2020-07-05,6.315,Saint-Lazare,Saint-Lazare_2020-07-05,July,2020,July 2020,6.31741666666667
2020-07-06,6.319,Saint-Lazare,Saint-Lazare_2020-07-06,July,2020,July 2020,6.32357142857143
2020-07-07,6.327,Saint-Lazare,Saint-Lazare_2020-07-07,July,2020,July 2020,6.32641666666667
2020-07-08,6.328,Saint-Lazare,Saint-Lazare_2020-07-08,July,2020,July 2020,6.32966666666667
2020-07-09,6.332,Saint-Lazare,Saint-Lazare_2020-07-09,July,2020,July 2020,6.33359090909091
2020-07-10,6.336,Saint-Lazare,Saint-Lazare_2020-07-10,July,2020,July 2020,6.33745833333333
2020-07-11,6.339,Saint-Lazare,Saint-Lazare_2020-07-11,July,2020,July 2020,6.34133333333333
2020-07-12,6.344,Saint-Lazare,Saint-Lazare_2020-07-12,July,2020,July 2020,6.345125
2020-07-13,6.347,Saint-Lazare,Saint-Lazare_2020-07-13,July,2020,July 2020,6.348625
2020-07-14,6.351,Saint-Lazare,Saint-Lazare_2020-07-14,July,2020,July 2020,6.35225
2020-07-15,6.354,Saint-Lazare,Saint-Lazare_2020-07-15,July,2020,July 2020,6.35591666666667
2020-07-16,6.358,Saint-Lazare,Saint-Lazare_2020-07-16,July,2020,July 2020,6.359375
2020-07-17,6.362,Saint-Lazare,Saint-Lazare_2020-07-17,July,2020,July 2020,6.36657142857143
2020-07-19,6.37,Saint-Lazare,Saint-Lazare_2020-07-19,July,2020,July 2020,6.37095833333333
2020-07-20,6.373,Saint-Lazare,Saint-Lazare_2020-07-20,July,2020,July 2020,6.37404166666667
2020-07-21,6.376,Saint-Lazare,Saint-Lazare_2020-07-21,July,2020,July 2020,6.37733333333333
2020-07-22,6.379,Saint-Lazare,Saint-Lazare_2020-07-22,July,2020,July 2020,6.38041666666667
2020-07-23,6.382,Saint-Lazare,Saint-Lazare_2020-07-23,July,2020,July 2020,6.38383333333333
2020-07-24,6.386,Saint-Lazare,Saint-Lazare_2020-07-24,July,2020,July 2020,6.387375
2020-07-25,6.389,Saint-Lazare,Saint-Lazare_2020-07-25,July,2020,July 2020,6.39058333333333
2020-07-26,6.393,Saint-Lazare,Saint-Lazare_2020-07-26,July,2020,July 2020,6.39408333333333
2020-07-27,6.397,Saint-Lazare,Saint-Lazare_2020-07-27,July,2020,July 2020,6.3975
2020-07-28,6.399,Saint-Lazare,Saint-Lazare_2020-07-28,July,2020,July 2020,6.40079166666667
2020-07-29,6.402,Saint-Lazare,Saint-Lazare_2020-07-29,July,2020,July 2020,6.40429166666667
2020-07-30,6.406,Saint-Lazare,Saint-Lazare_2020-07-30,July,2020,July 2020,6.4074347826087
2020-07-31,6.41,Saint-Lazare,Saint-Lazare_2020-07-31,July,2020,July 2020,6.4115
2020-08-01,8.254,Rigaud,Rigaud_2020-08-01,August,2020,August 2020,8.2835
2020-08-02,8.315,Rigaud,Rigaud_2020-08-02,August,2020,August 2020,8.34283333333333
2020-08-03,8.374,Rigaud,Rigaud_2020-08-03,August,2020,August 2020,8.402375
2020-08-04,8.433,Rigaud,Rigaud_2020-08-04,August,2020,August 2020,8.46025
2020-08-05,8.491,Rigaud,Rigaud_2020-08-05,August,2020,August 2020,8.51854166666667
2020-08-06,8.548,Rigaud,Rigaud_2020-08-06,August,2020,August 2020,8.57708333333333
2020-08-07,8.608,Rigaud,Rigaud_2020-08-07,August,2020,August 2020,8.636125
2020-08-08,8.666,Rigaud,Rigaud_2020-08-08,August,2020,August 2020,8.69495833333333
2020-08-09,8.725,Rigaud,Rigaud_2020-08-09,August,2020,August 2020,8.7535
2020-08-10,8.784,Rigaud,Rigaud_2020-08-10,August,2020,August 2020,8.81166666666667
2020-08-11,8.842,Rigaud,Rigaud_2020-08-11,August,2020,August 2020,8.86966666666667
2020-08-12,8.899,Rigaud,Rigaud_2020-08-12,August,2020,August 2020,8.92704166666667
2020-08-13,8.956,Rigaud,Rigaud_2020-08-13,August,2020,August 2020,8.98391666666667
2020-08-14,9.013,Rigaud,Rigaud_2020-08-14,August,2020,August 2020,9.04004166666667
2020-08-15,9.069,Rigaud,Rigaud_2020-08-15,August,2020,August 2020,9.09525
2020-08-16,9.123,Rigaud,Rigaud_2020-08-16,August,2020,August 2020,9.149375
2020-08-17,9.177,Rigaud,Rigaud_2020-08-17,August,2020,August 2020,9.21156521739131
2020-08-18,9.235,Rigaud,Rigaud_2020-08-18,August,2020,August 2020,9.25829166666667
2020-08-19,9.285,Rigaud,Rigaud_2020-08-19,August,2020,August 2020,9.30954166666667
2020-08-20,9.335,Rigaud,Rigaud_2020-08-20,August,2020,August 2020,9.359875
2020-08-21,9.386,Rigaud,Rigaud_2020-08-21,August,2020,August 2020,9.41045833333333
2020-08-22,9.436,Rigaud,Rigaud_2020-08-22,August,2020,August 2020,9.46033333333333
2020-08-23,9.486,Rigaud,Rigaud_2020-08-23,August,2020,August 2020,9.50991666666667
2020-08-24,9.535,Rigaud,Rigaud_2020-08-24,August,2020,August 2020,9.5575
2020-08-25,9.581,Rigaud,Rigaud_2020-08-25,August,2020,August 2020,9.603875
2020-08-26,9.628,Rigaud,Rigaud_2020-08-26,August,2020,August 2020,9.65008333333333
2020-08-27,9.673,Rigaud,Rigaud_2020-08-27,August,2020,August 2020,9.696
2020-08-28,9.719,Rigaud,Rigaud_2020-08-28,August,2020,August 2020,9.74175
2020-08-29,9.764,Rigaud,Rigaud_2020-08-29,August,2020,August 2020,9.78508333333333
2020-08-30,9.807,Rigaud,Rigaud_2020-08-30,August,2020,August 2020,9.82925
2020-08-31,9.853,Rigaud,Rigaud_2020-08-31,August,2020,August 2020,9.87495833333333
2020-08-01,6.413,Saint-Lazare,Saint-Lazare_2020-08-01,August,2020,August 2020,6.41470833333333
2020-08-02,6.417,Saint-Lazare,Saint-Lazare_2020-08-02,August,2020,August 2020,6.41859090909091
2020-08-03,6.42,Saint-Lazare,Saint-Lazare_2020-08-03,August,2020,August 2020,6.42175
2020-08-04,6.424,Saint-Lazare,Saint-Lazare_2020-08-04,August,2020,August 2020,6.42545833333333
2020-08-05,6.428,Saint-Lazare,Saint-Lazare_2020-08-05,August,2020,August 2020,6.42940909090909
2020-08-06,6.432,Saint-Lazare,Saint-Lazare_2020-08-06,August,2020,August 2020,6.432875
2020-08-07,6.435,Saint-Lazare,Saint-Lazare_2020-08-07,August,2020,August 2020,6.43673913043478
2020-08-08,6.438,Saint-Lazare,Saint-Lazare_2020-08-08,August,2020,August 2020,6.44025
2020-08-09,6.442,Saint-Lazare,Saint-Lazare_2020-08-09,August,2020,August 2020,6.44420833333333
2020-08-10,6.446,Saint-Lazare,Saint-Lazare_2020-08-10,August,2020,August 2020,6.44791666666667
2020-08-11,6.45,Saint-Lazare,Saint-Lazare_2020-08-11,August,2020,August 2020,6.45191666666667
2020-08-12,6.454,Saint-Lazare,Saint-Lazare_2020-08-12,August,2020,August 2020,6.45583333333333
2020-08-13,6.459,Saint-Lazare,Saint-Lazare_2020-08-13,August,2020,August 2020,6.45991666666667
2020-08-14,6.463,Saint-Lazare,Saint-Lazare_2020-08-14,August,2020,August 2020,6.464
2020-08-15,6.466,Saint-Lazare,Saint-Lazare_2020-08-15,August,2020,August 2020,6.468
2020-08-16,6.47,Saint-Lazare,Saint-Lazare_2020-08-16,August,2020,August 2020,6.472125
2020-08-17,6.474,Saint-Lazare,Saint-Lazare_2020-08-17,August,2020,August 2020,6.47757142857143
2020-08-18,6.479,Saint-Lazare,Saint-Lazare_2020-08-18,August,2020,August 2020,6.48120833333333
2020-08-19,6.483,Saint-Lazare,Saint-Lazare_2020-08-19,August,2020,August 2020,6.485125
2020-08-20,6.487,Saint-Lazare,Saint-Lazare_2020-08-20,August,2020,August 2020,6.48954166666667
2020-08-21,6.491,Saint-Lazare,Saint-Lazare_2020-08-21,August,2020,August 2020,6.49379166666667
2020-08-22,6.496,Saint-Lazare,Saint-Lazare_2020-08-22,August,2020,August 2020,6.49829166666667
2020-08-23,6.501,Saint-Lazare,Saint-Lazare_2020-08-23,August,2020,August 2020,6.50279166666667
2020-08-24,6.505,Saint-Lazare,Saint-Lazare_2020-08-24,August,2020,August 2020,6.507375
2020-08-25,6.51,Saint-Lazare,Saint-Lazare_2020-08-25,August,2020,August 2020,6.51220833333333
2020-08-26,6.515,Saint-Lazare,Saint-Lazare_2020-08-26,August,2020,August 2020,6.51679166666667
2020-08-27,6.519,Saint-Lazare,Saint-Lazare_2020-08-27,August,2020,August 2020,6.52145833333333
2020-08-28,6.524,Saint-Lazare,Saint-Lazare_2020-08-28,August,2020,August 2020,6.526375
2020-08-29,6.529,Saint-Lazare,Saint-Lazare_2020-08-29,August,2020,August 2020,6.53120833333333
2020-08-30,6.534,Saint-Lazare,Saint-Lazare_2020-08-30,August,2020,August 2020,6.536125
2020-08-31,6.539,Saint-Lazare,Saint-Lazare_2020-08-31,August,2020,August 2020,6.54116666666667
